,avg_perplexity_per_sentence,avg_perplexity_per_token,bleu_score,rouge1,rougeL,word_accuracy
0,25.835832595825195,25.835832595825195,7.134912573374566e-82,0.017182784743339848,0.01608309366794433,0.49943757030371205
1,126.6304931640625,126.63050079345703,0.0376632871503379,0.029708537588123696,0.02368931645817031,0.5055276381909548
2,25.23472023010254,25.234722137451172,0.07833958682794902,0.044430036615805024,0.03840586661160866,0.4707952146375792
3,94.0436782836914,94.04368591308594,0.07061582399134586,0.0801525980700597,0.06005588158838815,0.5083500334001336
4,87.48319244384766,87.48318481445312,0.08338594433110581,0.05346382393548757,0.04284764049605587,0.589690003483107
5,73.22161102294922,73.22161102294922,0.054570745208067845,0.05944621153734252,0.04704994570439191,0.5758275596612779
6,51.07246017456055,51.07245635986328,0.08903822238915454,0.064687161521957,0.054897966784466526,0.4394904458598726
7,87.35433197021484,87.35433197021484,0.09499563001555701,0.07797000488054023,0.057979922431716846,0.563692480359147
8,13.513522148132324,13.513521194458008,0.024856430127616597,0.04458828430161868,0.036813030224519115,0.6266499057196732
9,22.09026336669922,22.09026336669922,0.07283674028581859,0.09405319341432683,0.06882696743033376,0.609879670677644
10,32.726593017578125,32.726593017578125,0.08818368006462139,0.08059727353614377,0.05884223516146114,0.5857275254865616
11,44.50861740112305,44.50861740112305,0.05578210438271415,0.07682207029941149,0.0570785277548001,0.6127098321342925
12,11.320838928222656,11.320838928222656,0.06652127216380663,0.059415968649006494,0.04807422160855174,0.6074395088479595
13,54.08099365234375,54.080989837646484,0.07780624606518081,0.07546083389837197,0.05619895436185531,0.6867686768676867
14,90.4083251953125,90.40831756591797,0.04369932597064978,0.0489486197951898,0.040638360730083124,0.5922662750856583
15,62.57631301879883,62.57631301879883,0.09880304622827041,0.09772825851284173,0.07208189638138068,0.6875158267915928
16,216.4590301513672,216.45907592773438,0.09372790778598757,0.08334876195821043,0.0605854746176439,0.6179343000887837
17,42.00088119506836,42.00087356567383,0.04494965199213699,0.043038512988546135,0.03154920846552045,0.6422222222222222
18,97.97109985351562,97.97109985351562,0.08316140588138728,0.07849893620630094,0.0606703037471166,0.6827033218785796
19,25.251916885375977,25.251916885375977,0.03315657250044401,0.04493921544805814,0.03833746836516787,0.620077648363838
20,27.005781173706055,27.005781173706055,0.08090599362230796,0.06724062426798631,0.05199840551131249,0.5986206896551725
